,tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,w_ace_pct,w_df_pct,w_1stIn_pct,w_2ndIn_pct,w_1stWon_pct,w_2ndWon_pct,w_GmsWon,w_GmsLoss,l_ace_pct,l_df_pct,l_1stIn_pct,l_2ndIn_pct,l_1stWon_pct,l_2ndWon_pct,year,winner_age_bucket
1047,2003-360,Casablanca,Clay,A,20030407,26,102271,Hicham Arazi,L,175.0,MAR,29.46,103133,Olivier Mutis,R,175.0,FRA,25.17,3-6 7-6(9) 6-4,3,QF,131.0,3.0,5.0,100.0,60.0,41.0,18.0,16.0,3.0,9.0,1.0,6.0,101.0,44.0,28.0,31.0,15.0,2.0,7.0,98.0,393.0,94.0,416.0,0.03,0.05,0.6,0.4,0.41,0.18,15.0,16.0,0.01,0.06,0.44,0.56,0.28,0.31,2003,25-29
1050,2003-360,Casablanca,Clay,A,20030407,29,101962,Younes El Aynaoui,R,193.0,MAR,31.57,102271,Hicham Arazi,L,175.0,MAR,29.46,6-2 3-6 6-3,3,SF,109.0,14.0,2.0,78.0,47.0,32.0,16.0,13.0,8.0,12.0,3.0,1.0,92.0,63.0,32.0,14.0,13.0,9.0,15.0,17.0,1490.0,98.0,393.0,0.18,0.03,0.6,0.4,0.41,0.21,15.0,11.0,0.03,0.01,0.68,0.32,0.35,0.15,2003,30-34
1054,2003-468,Estoril,Clay,A,20030407,2,102869,Galo Blanco,R,173.0,ESP,26.49,104269,Fernando Verdasco,L,188.0,ESP,19.39,7-6(3) 1-6 6-4,3,R32,118.0,5.0,10.0,97.0,50.0,39.0,25.0,14.0,6.0,8.0,4.0,0.0,81.0,66.0,50.0,11.0,15.0,3.0,4.0,132.0,279.0,137.0,271.0,0.05,0.1,0.52,0.48,0.4,0.26,13.0,16.0,0.05,0.0,0.81,0.19,0.62,0.14,2003,25-29
1061,2003-468,Estoril,Clay,A,20030407,9,102338,Yevgeny Kafelnikov,R,190.0,RUS,29.13,103789,Irakli Labadze,L,188.0,GEO,21.83,6-1 6-0,3,R32,47.0,2.0,2.0,37.0,22.0,20.0,7.0,7.0,0.0,1.0,1.0,6.0,43.0,17.0,8.0,7.0,6.0,1.0,7.0,28.0,1145.0,100.0,389.0,0.05,0.05,0.59,0.41,0.54,0.19,12.0,1.0,0.02,0.14,0.4,0.6,0.19,0.16,2003,25-29
1062,2003-468,Estoril,Clay,A,20030407,10,102437,Adrian Voinea,R,185.0,ROU,28.67,101885,Wayne Arthurs,L,190.0,AUS,32.05,3-6 7-5 7-6(1),3,R32,124.0,6.0,4.0,104.0,47.0,42.0,29.0,16.0,4.0,6.0,15.0,10.0,97.0,47.0,41.0,25.0,17.0,4.0,6.0,84.0,464.0,49.0,770.0,0.06,0.04,0.45,0.55,0.4,0.28,16.0,17.0,0.15,0.1,0.48,0.52,0.42,0.26,2003,25-29
1068,2003-468,Estoril,Clay,A,20030407,16,103852,Feliciano Lopez,L,188.0,ESP,21.54,102783,Rainer Schuettler,R,180.0,GER,26.95,6-1 4-6 7-5,3,R32,102.0,4.0,4.0,90.0,51.0,37.0,21.0,14.0,6.0,7.0,3.0,3.0,88.0,55.0,38.0,17.0,15.0,2.0,6.0,62.0,647.0,13.0,1700.0,0.04,0.04,0.57,0.43,0.41,0.23,17.0,12.0,0.03,0.03,0.62,0.38,0.43,0.19,2003,20-24
1072,2003-468,Estoril,Clay,A,20030407,20,102860,Agustin Calleri,R,183.0,ARG,26.56,103813,Jarkko Nieminen,L,185.0,FIN,21.71,6-3 6-4,3,R16,70.0,8.0,5.0,74.0,46.0,36.0,13.0,10.0,6.0,7.0,0.0,1.0,54.0,41.0,25.0,5.0,9.0,4.0,7.0,37.0,905.0,32.0,1005.0,0.11,0.07,0.62,0.38,0.49,0.18,12.0,7.0,0.0,0.02,0.76,0.24,0.46,0.09,2003,25-29
1076,2003-468,Estoril,Clay,A,20030407,24,103852,Feliciano Lopez,L,188.0,ESP,21.54,101938,Bernardo Mota,R,178.0,POR,31.73,6-3 6-4,3,R16,63.0,8.0,3.0,54.0,30.0,24.0,15.0,10.0,2.0,3.0,4.0,1.0,56.0,36.0,23.0,9.0,9.0,0.0,3.0,62.0,647.0,312.0,88.0,0.15,0.06,0.56,0.44,0.44,0.28,12.0,7.0,0.07,0.02,0.64,0.36,0.41,0.16,2003,20-24
1080,2003-468,Estoril,Clay,A,20030407,28,103018,Max Mirnyi,R,196.0,BLR,25.75,103852,Feliciano Lopez,L,188.0,ESP,21.54,7-6(0) 6-4,3,QF,99.0,9.0,4.0,79.0,42.0,31.0,21.0,11.0,6.0,7.0,5.0,6.0,99.0,68.0,43.0,13.0,11.0,10.0,12.0,31.0,1025.0,62.0,647.0,0.11,0.05,0.53,0.47,0.39,0.27,12.0,10.0,0.05,0.06,0.69,0.31,0.43,0.13,2003,25-29
1084,2003-410,Monte Carlo Masters,Clay,M,20030414,1,103507,Juan Carlos Ferrero,R,183.0,ESP,23.17,101885,Wayne Arthurs,L,190.0,AUS,32.07,6-4 6-1,3,R64,62.0,4.0,2.0,49.0,28.0,18.0,17.0,8.0,2.0,2.0,9.0,4.0,54.0,25.0,16.0,14.0,9.0,3.0,7.0,3.0,3135.0,50.0,760.0,0.08,0.04,0.57,0.43,0.37,0.35,12.0,5.0,0.17,0.07,0.46,0.54,0.3,0.26,2003,20-24
1088,2003-410,Monte Carlo Masters,Clay,M,20030414,5,103852,Feliciano Lopez,L,188.0,ESP,21.56,102374,Alex Corretja,R,180.0,ESP,29.01,7-6(4) 6-3,3,R64,92.0,12.0,5.0,81.0,40.0,32.0,22.0,11.0,12.0,13.0,2.0,3.0,64.0,37.0,29.0,12.0,10.0,1.0,3.0,59.0,682.0,16.0,1485.0,0.15,0.06,0.49,0.51,0.4,0.27,12.0,9.0,0.03,0.05,0.58,0.42,0.45,0.19,2003,20-24
1100,2003-410,Monte Carlo Masters,Clay,M,20030414,17,102562,Jiri Novak,R,190.0,CZE,28.06,102905,Stefan Koubek,L,175.0,AUT,26.28,6-4 6-4,3,R64,71.0,0.0,1.0,67.0,41.0,26.0,13.0,10.0,7.0,11.0,0.0,0.0,65.0,37.0,13.0,17.0,10.0,5.0,11.0,9.0,1991.0,60.0,670.0,0.0,0.01,0.61,0.39,0.39,0.19,12.0,8.0,0.0,0.0,0.57,0.43,0.2,0.26,2003,25-29
1102,2003-410,Monte Carlo Masters,Clay,M,20030414,19,103813,Jarkko Nieminen,L,185.0,FIN,21.72,103758,Taylor Dent,R,188.0,USA,21.97,7-6(3) 6-2,3,R64,76.0,1.0,2.0,54.0,45.0,30.0,5.0,10.0,1.0,4.0,3.0,7.0,66.0,35.0,21.0,12.0,10.0,6.0,11.0,38.0,890.0,37.0,897.0,0.02,0.04,0.83,0.17,0.56,0.09,12.0,8.0,0.05,0.11,0.53,0.47,0.32,0.18,2003,20-24
1106,2003-410,Monte Carlo Masters,Clay,M,20030414,23,104745,Rafael Nadal,L,185.0,ESP,16.86,102344,Karol Kucera,R,188.0,SVK,29.11,6-1 6-2,3,R64,63.0,0.0,2.0,47.0,31.0,25.0,10.0,8.0,3.0,3.0,3.0,8.0,43.0,23.0,13.0,6.0,7.0,2.0,6.0,109.0,337.0,49.0,768.0,0.0,0.04,0.66,0.34,0.53,0.21,12.0,3.0,0.07,0.19,0.53,0.47,0.3,0.14,2003,<20
1118,2003-410,Monte Carlo Masters,Clay,M,20030414,35,102950,Fernando Vicente,R,180.0,ESP,26.1,103852,Feliciano Lopez,L,188.0,ESP,21.56,7-6(6) 6-1,3,R32,74.0,4.0,3.0,66.0,36.0,29.0,19.0,10.0,1.0,2.0,4.0,5.0,61.0,34.0,25.0,14.0,9.0,6.0,9.0,63.0,646.0,59.0,682.0,0.06,0.05,0.55,0.45,0.44,0.29,12.0,7.0,0.07,0.08,0.56,0.44,0.41,0.23,2003,25-29
1125,2003-410,Monte Carlo Masters,Clay,M,20030414,42,103813,Jarkko Nieminen,L,185.0,FIN,21.72,102338,Yevgeny Kafelnikov,R,190.0,RUS,29.15,3-6 6-2 6-2,3,R32,119.0,0.0,2.0,97.0,76.0,41.0,12.0,12.0,11.0,15.0,4.0,4.0,83.0,50.0,29.0,14.0,13.0,4.0,11.0,38.0,890.0,27.0,1145.0,0.0,0.02,0.78,0.22,0.42,0.12,15.0,10.0,0.05,0.05,0.6,0.4,0.35,0.17,2003,20-24
1127,2003-410,Monte Carlo Masters,Clay,M,20030414,44,104745,Rafael Nadal,L,185.0,ESP,16.86,102610,Albert Costa,R,180.0,ESP,27.8,7-5 6-3,3,R32,120.0,1.0,1.0,96.0,70.0,40.0,14.0,11.0,14.0,17.0,1.0,3.0,67.0,34.0,19.0,14.0,10.0,7.0,12.0,109.0,337.0,7.0,2235.0,0.01,0.01,0.73,0.27,0.42,0.15,13.0,8.0,0.01,0.04,0.51,0.49,0.28,0.21,2003,<20
1136,2003-410,Monte Carlo Masters,Clay,M,20030414,53,103428,Juan Ignacio Chela,R,190.0,ARG,23.62,103813,Jarkko Nieminen,L,185.0,FIN,21.72,6-1 6-1,3,R16,59.0,4.0,6.0,42.0,18.0,14.0,16.0,7.0,2.0,2.0,0.0,1.0,39.0,29.0,11.0,4.0,7.0,3.0,8.0,33.0,975.0,38.0,890.0,0.1,0.14,0.43,0.57,0.33,0.38,12.0,2.0,0.0,0.03,0.74,0.26,0.28,0.1,2003,20-24
1137,2003-410,Monte Carlo Masters,Clay,M,20030414,54,103909,Guillermo Coria,R,175.0,ARG,21.25,104745,Rafael Nadal,L,185.0,ESP,16.86,7-6(3) 6-2,3,R16,94.0,0.0,0.0,66.0,37.0,23.0,15.0,10.0,5.0,8.0,0.0,2.0,56.0,34.0,17.0,10.0,10.0,3.0,8.0,26.0,1165.0,109.0,337.0,0.0,0.0,0.56,0.44,0.35,0.23,12.0,8.0,0.0,0.04,0.61,0.39,0.3,0.18,2003,20-24
1147,2003-425,Barcelona,Clay,A,20030421,1,102644,Franco Squillari,L,183.0,ARG,27.66,103166,Vladimir Voltchkov,R,180.0,BLR,25.04,6-4 4-6 7-5,3,R64,122.0,5.0,8.0,88.0,49.0,30.0,19.0,16.0,6.0,13.0,1.0,3.0,93.0,67.0,34.0,11.0,16.0,3.0,11.0,92.0,444.0,65.0,638.0,0.06,0.09,0.56,0.44,0.34,0.22,17.0,15.0,0.01,0.03,0.72,0.28,0.37,0.12,2003,25-29
1152,2003-425,Barcelona,Clay,A,20030421,6,102456,Felix Mantilla,R,180.0,ESP,28.57,103264,Mariano Puerta,L,180.0,ARG,24.59,7-6(8) 6-3,3,R64,102.0,7.0,2.0,62.0,35.0,29.0,18.0,10.0,2.0,2.0,5.0,2.0,78.0,49.0,35.0,13.0,11.0,3.0,5.0,46.0,790.0,110.0,333.0,0.11,0.03,0.56,0.44,0.47,0.29,12.0,9.0,0.06,0.03,0.63,0.37,0.45,0.17,2003,25-29
1154,2003-425,Barcelona,Clay,A,20030421,8,103813,Jarkko Nieminen,L,185.0,FIN,21.74,103694,Olivier Rochus,R,168.0,BEL,22.25,7-5 7-5,3,R64,100.0,1.0,0.0,72.0,63.0,40.0,5.0,12.0,0.0,3.0,1.0,1.0,78.0,51.0,32.0,10.0,12.0,5.0,10.0,35.0,940.0,61.0,683.0,0.01,0.0,0.88,0.12,0.56,0.07,14.0,10.0,0.01,0.01,0.65,0.35,0.41,0.13,2003,20-24
1160,2003-425,Barcelona,Clay,A,20030421,14,103852,Feliciano Lopez,L,188.0,ESP,21.58,102477,Gaston Etlis,R,185.0,ARG,28.46,6-4 6-4,3,R64,79.0,8.0,2.0,63.0,40.0,29.0,8.0,10.0,2.0,6.0,5.0,5.0,65.0,37.0,23.0,9.0,10.0,4.0,10.0,57.0,712.0,222.0,149.0,0.13,0.03,0.63,0.37,0.46,0.13,12.0,8.0,0.08,0.08,0.57,0.43,0.35,0.14,2003,20-24
1168,2003-425,Barcelona,Clay,A,20030421,22,103909,Guillermo Coria,R,175.0,ARG,21.27,104269,Fernando Verdasco,L,188.0,ESP,19.43,6-2 6-2,3,R64,70.0,0.0,0.0,56.0,36.0,26.0,9.0,8.0,4.0,5.0,0.0,2.0,42.0,28.0,11.0,7.0,8.0,1.0,6.0,16.0,1510.0,140.0,271.0,0.0,0.0,0.64,0.36,0.46,0.16,12.0,4.0,0.0,0.05,0.67,0.33,0.26,0.17,2003,20-24
1171,2003-425,Barcelona,Clay,A,20030421,25,103507,Juan Carlos Ferrero,R,183.0,ESP,23.19,102644,Franco Squillari,L,183.0,ARG,27.66,6-4 6-3,3,R32,76.0,2.0,0.0,52.0,35.0,27.0,7.0,9.0,0.0,1.0,5.0,2.0,61.0,33.0,20.0,13.0,10.0,5.0,9.0,3.0,3135.0,92.0,444.0,0.04,0.0,0.67,0.33,0.52,0.13,12.0,7.0,0.08,0.03,0.54,0.46,0.33,0.21,2003,20-24
1176,2003-425,Barcelona,Clay,A,20030421,30,103813,Jarkko Nieminen,L,185.0,FIN,21.74,103598,Xavier Malisse,R,185.0,BEL,22.75,6-3 4-6 6-0,3,R32,99.0,0.0,1.0,77.0,64.0,40.0,7.0,13.0,2.0,5.0,4.0,4.0,94.0,63.0,32.0,16.0,12.0,12.0,18.0,35.0,940.0,28.0,1130.0,0.0,0.01,0.83,0.17,0.52,0.09,16.0,9.0,0.04,0.04,0.67,0.33,0.34,0.17,2003,20-24
1179,2003-425,Barcelona,Clay,A,20030421,33,102374,Alex Corretja,R,180.0,ESP,29.03,104745,Rafael Nadal,L,185.0,ESP,16.88,3-6 6-2 6-1,3,R32,127.0,3.0,2.0,83.0,51.0,30.0,17.0,12.0,9.0,13.0,3.0,1.0,78.0,57.0,31.0,6.0,12.0,7.0,14.0,17.0,1415.0,96.0,426.0,0.04,0.02,0.61,0.39,0.36,0.2,15.0,9.0,0.04,0.01,0.73,0.27,0.4,0.08,2003,25-29
1180,2003-425,Barcelona,Clay,A,20030421,34,103990,Tommy Robredo,R,180.0,ESP,20.97,103852,Feliciano Lopez,L,188.0,ESP,21.58,6-4 7-5,3,R32,72.0,4.0,3.0,58.0,42.0,36.0,7.0,11.0,1.0,2.0,3.0,3.0,60.0,38.0,28.0,10.0,11.0,2.0,5.0,23.0,1295.0,57.0,712.0,0.07,0.05,0.72,0.28,0.62,0.12,13.0,9.0,0.05,0.05,0.63,0.37,0.47,0.17,2003,20-24
1189,2003-425,Barcelona,Clay,A,20030421,43,103498,Marat Safin,R,193.0,RUS,23.23,103813,Jarkko Nieminen,L,185.0,FIN,21.74,6-3 6-3,3,R16,84.0,3.0,2.0,66.0,38.0,25.0,16.0,9.0,9.0,11.0,0.0,0.0,61.0,49.0,24.0,5.0,9.0,4.0,9.0,8.0,1965.0,35.0,940.0,0.05,0.03,0.58,0.42,0.38,0.24,12.0,6.0,0.0,0.0,0.8,0.2,0.39,0.08,2003,20-24
1203,2003-717,Houston,Clay,A,20030421,2,103789,Irakli Labadze,L,188.0,GEO,21.86,103408,Brian Vahaly,R,183.0,USA,23.76,6-3 6-7(2) 6-3,3,R32,137.0,5.0,5.0,99.0,54.0,39.0,26.0,16.0,1.0,3.0,1.0,3.0,100.0,69.0,42.0,18.0,14.0,5.0,9.0,105.0,379.0,72.0,574.0,0.05,0.05,0.55,0.45,0.39,0.26,18.0,12.0,0.01,0.03,0.69,0.31,0.42,0.18,2003,20-24
1204,2003-717,Houston,Clay,A,20030421,3,103672,Ricardo Mello,L,175.0,BRA,22.33,102987,Andre Sa,R,185.0,BRA,25.96,7-6(2) 6-0,3,R32,83.0,2.0,2.0,60.0,39.0,23.0,13.0,9.0,2.0,5.0,0.0,3.0,63.0,37.0,19.0,8.0,9.0,3.0,9.0,129.0,293.0,82.0,486.0,0.03,0.03,0.65,0.35,0.38,0.22,12.0,6.0,0.0,0.05,0.59,0.41,0.3,0.13,2003,20-24
1206,2003-717,Houston,Clay,A,20030421,5,103781,Jurgen Melzer,L,183.0,AUT,21.91,103758,Taylor Dent,R,188.0,USA,21.99,4-6 7-6(4) 6-3,3,R32,116.0,3.0,3.0,104.0,74.0,49.0,16.0,15.0,7.0,10.0,6.0,8.0,109.0,69.0,49.0,16.0,16.0,7.0,11.0,102.0,395.0,39.0,894.0,0.03,0.03,0.71,0.29,0.47,0.15,16.0,15.0,0.06,0.07,0.63,0.37,0.45,0.15,2003,20-24
1215,2003-717,Houston,Clay,A,20030421,14,101897,Fernando Meligeni,L,180.0,BRA,32.02,102925,Justin Gimelstob,R,196.0,USA,26.23,6-2 6-4,3,R32,88.0,8.0,1.0,53.0,36.0,30.0,8.0,9.0,1.0,1.0,5.0,3.0,75.0,35.0,25.0,16.0,9.0,5.0,8.0,118.0,324.0,95.0,427.0,0.15,0.02,0.68,0.32,0.57,0.15,12.0,6.0,0.07,0.04,0.47,0.53,0.33,0.21,2003,30-34
1218,2003-717,Houston,Clay,A,20030421,17,101736,Andre Agassi,R,180.0,USA,32.98,103789,Irakli Labadze,L,188.0,GEO,21.86,6-0 6-2,3,R16,51.0,1.0,4.0,41.0,25.0,20.0,9.0,7.0,2.0,2.0,1.0,7.0,44.0,19.0,11.0,8.0,7.0,3.0,8.0,2.0,4295.0,105.0,379.0,0.02,0.1,0.61,0.39,0.49,0.22,12.0,2.0,0.02,0.16,0.43,0.57,0.25,0.18,2003,30-34
1219,2003-717,Houston,Clay,A,20030421,18,103672,Ricardo Mello,L,175.0,BRA,22.33,101774,Todd Martin,R,198.0,USA,32.79,7-6(6) 6-1,3,R16,87.0,1.0,3.0,76.0,45.0,27.0,21.0,10.0,4.0,5.0,4.0,3.0,64.0,36.0,23.0,13.0,9.0,2.0,5.0,129.0,293.0,88.0,458.0,0.01,0.04,0.59,0.41,0.36,0.28,12.0,7.0,0.06,0.05,0.56,0.44,0.36,0.2,2003,20-24
1224,2003-717,Houston,Clay,A,20030421,23,101897,Fernando Meligeni,L,180.0,BRA,32.02,102434,Vincent Spadea,R,183.0,USA,28.76,4-6 7-6(6) 6-3,3,R16,137.0,5.0,5.0,103.0,65.0,49.0,13.0,16.0,9.0,14.0,2.0,5.0,101.0,54.0,34.0,24.0,15.0,4.0,9.0,118.0,324.0,31.0,1052.0,0.05,0.05,0.63,0.37,0.48,0.13,16.0,15.0,0.02,0.05,0.53,0.47,0.34,0.24,2003,30-34
1226,2003-717,Houston,Clay,A,20030421,25,101736,Andre Agassi,R,180.0,USA,32.98,103672,Ricardo Mello,L,175.0,BRA,22.33,6-0 6-1,3,QF,43.0,5.0,0.0,31.0,19.0,17.0,9.0,6.0,2.0,2.0,0.0,5.0,44.0,27.0,10.0,5.0,7.0,2.0,8.0,2.0,4295.0,129.0,293.0,0.16,0.0,0.61,0.39,0.55,0.29,12.0,1.0,0.0,0.11,0.61,0.39,0.23,0.11,2003,30-34
1227,2003-717,Houston,Clay,A,20030421,26,103781,Jurgen Melzer,L,183.0,AUT,21.91,103888,Mardy Fish,R,188.0,USA,21.36,7-5 2-6 7-5,3,QF,140.0,1.0,2.0,94.0,54.0,34.0,21.0,16.0,1.0,6.0,15.0,5.0,119.0,53.0,39.0,28.0,16.0,15.0,20.0,102.0,395.0,55.0,714.0,0.01,0.02,0.57,0.43,0.36,0.22,16.0,16.0,0.13,0.04,0.45,0.55,0.33,0.24,2003,20-24
1229,2003-717,Houston,Clay,A,20030421,28,104053,Andy Roddick,R,188.0,USA,20.64,101897,Fernando Meligeni,L,180.0,BRA,32.02,6-3 4-6 6-4,3,QF,124.0,5.0,4.0,89.0,56.0,42.0,18.0,15.0,5.0,7.0,1.0,2.0,105.0,68.0,44.0,19.0,14.0,8.0,11.0,6.0,2360.0,118.0,324.0,0.06,0.04,0.63,0.37,0.47,0.2,16.0,13.0,0.01,0.02,0.65,0.35,0.42,0.18,2003,20-24
1230,2003-717,Houston,Clay,A,20030421,29,101736,Andre Agassi,R,180.0,USA,32.98,103781,Jurgen Melzer,L,183.0,AUT,21.91,6-4 6-1,3,SF,65.0,2.0,2.0,43.0,27.0,22.0,9.0,8.0,2.0,3.0,3.0,6.0,69.0,41.0,21.0,12.0,9.0,7.0,12.0,2.0,4295.0,102.0,395.0,0.05,0.05,0.63,0.37,0.51,0.21,12.0,5.0,0.04,0.09,0.59,0.41,0.3,0.17,2003,30-34
1235,2003-308,Munich,Clay,A,20030428,3,103248,Harel Levy,R,185.0,ISR,24.73,102202,Kenneth Carlsen,L,190.0,DEN,30.03,6-3 6-1,3,R32,76.0,0.0,0.0,57.0,39.0,28.0,8.0,8.0,3.0,4.0,2.0,1.0,51.0,20.0,13.0,10.0,8.0,3.0,8.0,190.0,186.0,67.0,622.0,0.0,0.0,0.68,0.32,0.49,0.14,12.0,4.0,0.04,0.02,0.39,0.61,0.25,0.2,2003,20-24
1236,2003-308,Munich,Clay,A,20030428,4,104022,Mikhail Youzhny,R,183.0,RUS,20.84,102107,Jan Frode Andersen,L,190.0,NOR,30.66,4-6 7-5 6-3,3,R32,11.0,1.0,1.0,94.0,71.0,53.0,12.0,15.0,1.0,2.0,1.0,3.0,118.0,76.0,52.0,20.0,16.0,7.0,10.0,30.0,1090.0,337.0,80.0,0.01,0.01,0.76,0.24,0.56,0.13,17.0,14.0,0.01,0.03,0.64,0.36,0.44,0.17,2003,20-24
1237,2003-308,Munich,Clay,A,20030428,5,102783,Rainer Schuettler,R,180.0,GER,27.01,103781,Jurgen Melzer,L,183.0,AUT,21.93,6-4 6-3,3,R32,88.0,1.0,1.0,56.0,39.0,23.0,8.0,9.0,2.0,5.0,3.0,2.0,78.0,50.0,27.0,9.0,10.0,8.0,14.0,13.0,1730.0,88.0,469.0,0.02,0.02,0.7,0.3,0.41,0.14,12.0,7.0,0.04,0.03,0.64,0.36,0.35,0.12,2003,25-29
1239,2003-308,Munich,Clay,A,20030428,7,102905,Stefan Koubek,L,175.0,AUT,26.32,103451,Bjorn Phau,R,175.0,GER,23.56,7-5 6-4,3,R32,86.0,1.0,2.0,70.0,38.0,22.0,15.0,11.0,6.0,11.0,1.0,3.0,65.0,27.0,14.0,11.0,11.0,7.0,14.0,63.0,640.0,171.0,208.0,0.01,0.03,0.54,0.46,0.31,0.21,13.0,9.0,0.02,0.05,0.42,0.58,0.22,0.17,2003,25-29
1243,2003-308,Munich,Clay,A,20030428,11,101885,Wayne Arthurs,L,190.0,AUS,32.11,102494,Tomas Behrend,R,193.0,GER,28.38,7-6(4) 7-5,3,R32,92.0,25.0,3.0,76.0,48.0,40.0,15.0,12.0,3.0,3.0,6.0,2.0,76.0,42.0,33.0,19.0,12.0,1.0,2.0,55.0,725.0,101.0,393.0,0.33,0.04,0.63,0.37,0.53,0.2,13.0,11.0,0.08,0.03,0.55,0.45,0.43,0.25,2003,30-34
1252,2003-308,Munich,Clay,A,20030428,20,102905,Stefan Koubek,L,175.0,AUT,26.32,102450,Tim Henman,R,185.0,GBR,28.64,6-4 6-0,3,R16,65.0,0.0,2.0,43.0,24.0,17.0,15.0,8.0,2.0,3.0,3.0,1.0,55.0,31.0,15.0,11.0,8.0,5.0,10.0,63.0,640.0,31.0,1080.0,0.0,0.05,0.56,0.44,0.4,0.35,12.0,4.0,0.05,0.02,0.56,0.44,0.27,0.2,2003,25-29
1254,2003-308,Munich,Clay,A,20030428,22,102854,Sjeng Schalken,R,193.0,NED,26.63,101885,Wayne Arthurs,L,190.0,AUS,32.11,7-6(4) 6-3,3,R16,81.0,3.0,0.0,74.0,60.0,42.0,12.0,11.0,3.0,3.0,12.0,3.0,58.0,32.0,28.0,14.0,10.0,0.0,1.0,11.0,1770.0,55.0,725.0,0.04,0.0,0.81,0.19,0.57,0.16,12.0,9.0,0.21,0.05,0.55,0.45,0.48,0.24,2003,25-29
1255,2003-308,Munich,Clay,A,20030428,23,103813,Jarkko Nieminen,L,185.0,FIN,21.76,103444,Jean Rene Lisnard,R,173.0,MON,23.59,6-3 6-0,3,R16,60.0,2.0,0.0,45.0,34.0,25.0,9.0,8.0,3.0,3.0,2.0,1.0,47.0,27.0,14.0,8.0,7.0,1.0,5.0,35.0,940.0,99.0,407.0,0.04,0.0,0.76,0.24,0.56,0.2,12.0,3.0,0.04,0.02,0.57,0.43,0.3,0.17,2003,20-24
1258,2003-308,Munich,Clay,A,20030428,26,102905,Stefan Koubek,L,175.0,AUT,26.32,102783,Rainer Schuettler,R,180.0,GER,27.01,6-3 6-4,3,QF,68.0,2.0,2.0,68.0,41.0,27.0,16.0,10.0,5.0,6.0,1.0,1.0,46.0,33.0,21.0,6.0,9.0,1.0,4.0,63.0,640.0,13.0,1730.0,0.03,0.03,0.6,0.4,0.4,0.24,12.0,7.0,0.02,0.02,0.72,0.28,0.46,0.13,2003,25-29
1260,2003-308,Munich,Clay,A,20030428,28,103813,Jarkko Nieminen,L,185.0,FIN,21.76,103285,Radek Stepanek,R,185.0,CZE,24.42,6-1 6-1,3,QF,49.0,1.0,0.0,38.0,22.0,14.0,12.0,7.0,2.0,3.0,2.0,3.0,42.0,20.0,10.0,4.0,7.0,4.0,10.0,35.0,940.0,51.0,757.0,0.03,0.0,0.58,0.42,0.37,0.32,12.0,2.0,0.05,0.07,0.48,0.52,0.24,0.1,2003,20-24
1261,2003-308,Munich,Clay,A,20030428,29,103819,Roger Federer,R,185.0,SUI,21.72,102905,Stefan Koubek,L,175.0,AUT,26.32,6-2 6-1,3,SF,55.0,2.0,1.0,54.0,37.0,25.0,12.0,8.0,6.0,6.0,1.0,4.0,46.0,35.0,19.0,2.0,7.0,3.0,7.0,5.0,2480.0,63.0,640.0,0.04,0.02,0.69,0.31,0.46,0.22,12.0,3.0,0.02,0.09,0.76,0.24,0.41,0.04,2003,20-24
1263,2003-308,Munich,Clay,A,20030428,31,103819,Roger Federer,R,185.0,SUI,21.72,103813,Jarkko Nieminen,L,185.0,FIN,21.76,6-1 6-4,3,F,56.0,4.0,1.0,50.0,28.0,21.0,12.0,9.0,1.0,3.0,0.0,0.0,46.0,37.0,18.0,3.0,8.0,4.0,9.0,5.0,2480.0,35.0,940.0,0.08,0.02,0.56,0.44,0.42,0.24,12.0,5.0,0.0,0.0,0.8,0.2,0.39,0.07,2003,20-24
1270,2003-573,Valencia,Clay,A,20030428,7,102886,Frantisek Cermak,R,193.0,CZE,26.45,104269,Fernando Verdasco,L,188.0,ESP,19.45,7-6(7) 6-0,3,R32,74.0,4.0,2.0,54.0,40.0,28.0,12.0,9.0,0.0,1.0,1.0,3.0,56.0,30.0,16.0,14.0,9.0,0.0,4.0,245.0,123.0,138.0,275.0,0.07,0.04,0.74,0.26,0.52,0.22,12.0,6.0,0.02,0.05,0.54,0.46,0.29,0.25,2003,25-29
1274,2003-573,Valencia,Clay,A,20030428,11,102950,Fernando Vicente,R,180.0,ESP,26.14,103852,Feliciano Lopez,L,188.0,ESP,21.6,7-6(1) 3-6 6-3,3,R32,120.0,9.0,3.0,100.0,55.0,44.0,26.0,15.0,3.0,4.0,1.0,6.0,95.0,58.0,42.0,22.0,15.0,2.0,3.0,57.0,706.0,56.0,722.0,0.09,0.03,0.55,0.45,0.44,0.26,15.0,15.0,0.01,0.06,0.61,0.39,0.44,0.23,2003,25-29
